"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rufy3",4.98164206409445e-18,0.570137929445783,0.131,0.067,1.08226173842452e-13,"3","Rufy3"
"Gps2",5.26081221550823e-18,0.439326251336227,0.212,0.128,1.14291145381916e-13,"3","Gps2"
"Cfap201",5.34187813596399e-18,0.251793093932325,0.241,0.15,1.16052302503818e-13,"3","Cfap20"
"Slc25a16",5.35118115095194e-18,0.620055837986689,0.137,0.071,1.16254410504431e-13,"3","Slc25a16"
"Rbms2",5.41926939762068e-18,0.299925509245848,0.24,0.153,1.17733627663309e-13,"3","Rbms2"
"Chchd5",5.55595620430426e-18,0.720712133110184,0.113,0.054,1.2070314853851e-13,"3","Chchd5"
"Hoxb3os",6.03946884131072e-18,0.804812436112913,0.121,0.06,1.31207460577475e-13,"3","Hoxb3os"
"Timp4",6.70267194805954e-18,0.445700081104524,0.145,0.076,1.45615548071594e-13,"3","Timp4"
"Tceanc2",6.82031760559932e-18,0.67639013364407,0.125,0.062,1.48171399981645e-13,"3","Tceanc2"
"Magohb",7.37067262301235e-18,0.293050615046286,0.131,0.066,1.60127862734943e-13,"3","Magohb"
"Habp4",7.45842212399641e-18,0.615533330902936,0.166,0.093,1.62034220643822e-13,"3","Habp4"
"Nit1",8.00776566576605e-18,0.385954254872487,0.223,0.138,1.73968709088767e-13,"3","Nit1"
"Ggnbp1",9.05314034939312e-18,0.953207194487673,0.121,0.061,1.96679474090566e-13,"3","Ggnbp1"
"Rprd1a1",9.13375174883108e-18,0.580879209100939,0.149,0.08,1.98430756743355e-13,"3","Rprd1a"
"Erich1",9.53705463564264e-18,1.00222843421054,0.104,0.048,2.07192511959336e-13,"3","Erich1"
"Ttf1",9.59079325276595e-18,0.591617727677882,0.123,0.061,2.0835998341634e-13,"3","Ttf1"
"Pald11",9.64759025658631e-18,0.319599652706933,0.196,0.116,2.09593898324338e-13,"3","Pald1"
"Mthfsl",9.81786907163447e-18,0.79285177022838,0.124,0.062,2.13293205581259e-13,"3","Mthfsl"
"Pex2",1.05606958723814e-17,0.570253426303212,0.104,0.048,2.29431117827486e-13,"3","Pex2"
"Kctd17",1.090947466044e-17,0.389882595604957,0.233,0.146,2.37008336998058e-13,"3","Kctd17"
"Igsf9b1",1.1397278357631e-17,0.695381077373398,0.155,0.085,2.47605872319533e-13,"3","Igsf9b"
"Slc16a7",1.13997785748391e-17,0.457732929283537,0.249,0.161,2.47660189538379e-13,"3","Slc16a7"
"Carns1",1.14729214981674e-17,0.753815886874178,0.14,0.074,2.49249219547687e-13,"3","Carns1"
"Peg13",1.15599622129142e-17,0.367525541715196,0.332,0.231,2.5114017907556e-13,"3","Peg13"
"Setd1b",1.16257932917777e-17,0.407472696187652,0.249,0.159,2.52570359263871e-13,"3","Setd1b"
"Poldip2",1.26722706969218e-17,0.403484909160004,0.204,0.123,2.75305080890625e-13,"3","Poldip2"
"Cmc4",1.33778523882417e-17,0.649050514984366,0.107,0.05,2.90633843134551e-13,"3","Cmc4"
"Glod4",1.47413442699618e-17,0.46831785030431,0.173,0.1,3.20255704264921e-13,"3","Glod4"
"Thyn1",1.48644695416686e-17,0.761922931588563,0.12,0.06,3.2293060079275e-13,"3","Thyn1"
"Trip4",1.49238305644459e-17,0.346579806573841,0.157,0.086,3.24220219012588e-13,"3","Trip4"
"Calcoco11",1.52167644889709e-17,0.337963715213656,0.354,0.249,3.30584208522893e-13,"3","Calcoco1"
"Btf3l4",1.54372681296536e-17,0.697415929040698,0.128,0.066,3.35374650116724e-13,"3","Btf3l4"
"Zfp362",1.61811038206966e-17,0.937465198359273,0.145,0.079,3.51534480504634e-13,"3","Zfp362"
"Rrp7a1",1.76909670658371e-17,0.462842274154216,0.15,0.081,3.84336259505312e-13,"3","Rrp7a"
"Sharpin",2.09518665729765e-17,0.688123369755071,0.144,0.078,4.55179301297914e-13,"3","Sharpin"
"Aatk1",2.1284923447595e-17,0.584852384749707,0.197,0.119,4.62414961899e-13,"3","Aatk"
"Actr1a",2.2722316172586e-17,0.255110660806367,0.248,0.158,4.93642318849431e-13,"3","Actr1a"
"Brinp2",2.38255825071714e-17,0.829375275223007,0.173,0.1,5.17610779968298e-13,"3","Brinp2"
"Ppargc1a1",2.50832188357021e-17,0.521755685897118,0.159,0.088,5.44932929205629e-13,"3","Ppargc1a"
"Wdr18",2.74066431246622e-17,0.442525084371775,0.148,0.08,5.95409321883287e-13,"3","Wdr18"
"Tvp23b",2.77496911130202e-17,0.308134676219111,0.16,0.089,6.02862039430365e-13,"3","Tvp23b"
"Sesn3",2.78224341255924e-17,0.337960918540472,0.36,0.257,6.04442381378494e-13,"3","Sesn3"
"Vldlr",2.81136029967113e-17,0.287409984819633,0.233,0.144,6.10768025103554e-13,"3","Vldlr"
"Chmp4c1",2.8147148364382e-17,0.354513090391806,0.342,0.24,6.11496798216199e-13,"3","Chmp4c"
"Ppie",2.97036081299077e-17,0.381863498076267,0.176,0.102,6.45310886622246e-13,"3","Ppie"
"Apol61",3.3276024318496e-17,0.631692337063063,0.145,0.079,7.22921628319326e-13,"3","Apol6"
"LTO1",3.33558324224028e-17,0.628700444207541,0.131,0.068,7.24655459376702e-13,"3","LTO1"
"Cited41",3.41186081193723e-17,0.660590251413236,0.146,0.079,7.41226761393362e-13,"3","Cited4"
"Dtd2",3.45298794162851e-17,0.687251372722015,0.112,0.054,7.50161630318795e-13,"3","Dtd2"
"Hsd17b11",3.52898243701147e-17,0.255853678242232,0.27,0.177,7.66671434440742e-13,"3","Hsd17b11"
"Ikzf5",3.62175612911147e-17,0.261108641066303,0.3,0.203,7.86826519049466e-13,"3","Ikzf5"
"Slc35a5",3.62506934880065e-17,0.549262781918957,0.109,0.052,7.87546316026941e-13,"3","Slc35a5"
"Tent5b1",3.77712058935841e-17,0.745146395776445,0.153,0.084,8.20579448038115e-13,"3","Tent5b"
"Ints3",3.88959918775901e-17,0.50958277266332,0.154,0.085,8.45015423540644e-13,"3","Ints3"
"Slc30a9",4.14090838518468e-17,0.39847267737701,0.308,0.212,8.99612346681372e-13,"3","Slc30a9"
"Rin21",4.56779753273362e-17,0.253071378834872,0.201,0.119,9.92354013986378e-13,"3","Rin2"
"Prpf18",4.85478394237581e-17,0.324069648716269,0.186,0.109,1.05470181148115e-12,"3","Prpf18"
"Scrn3",4.85870528509967e-17,0.836459196579393,0.119,0.06,1.0555537231879e-12,"3","Scrn3"
"Gstz1",4.94535275646242e-17,0.625772073717758,0.112,0.055,1.07437788634146e-12,"3","Gstz1"
"Eif1ad",5.11749381952439e-17,0.460178129235354,0.17,0.097,1.11177553229167e-12,"3","Eif1ad"
"Pomgnt1",5.19559947732059e-17,0.765019251735778,0.18,0.107,1.1287439864479e-12,"3","Pomgnt1"
"Gpn1",5.33312317214273e-17,0.605385229421795,0.106,0.05,1.15862100914801e-12,"3","Gpn1"
"Ppp1r7",5.40205213812734e-17,0.273757500584247,0.251,0.164,1.17359582700816e-12,"3","Ppp1r7"
"D030056L22Rik",5.49319543048154e-17,0.675474459103636,0.115,0.057,1.19339670727211e-12,"3","D030056L22Rik"
"Uckl1",5.55611981690197e-17,0.633952205671729,0.138,0.074,1.20706703022195e-12,"3","Uckl1"
"Taf12",6.05008865385419e-17,0.465305446764144,0.143,0.078,1.31438176004982e-12,"3","Taf12"
"Zfp7401",6.37396561759571e-17,0.478611012784404,0.168,0.096,1.38474403042267e-12,"3","Zfp740"
"Ifi30",6.41575983448539e-17,0.309062569856762,0.226,0.142,1.39382382404195e-12,"3","Ifi30"
"Ptdss2",6.62338574642476e-17,0.77366613309107,0.107,0.052,1.43893055341078e-12,"3","Ptdss2"
"Dbnl",6.78512789043562e-17,0.45912555820011,0.202,0.124,1.47406903419714e-12,"3","Dbnl"
"Armc8",6.78628408913152e-17,0.555659166938104,0.209,0.129,1.47432021836382e-12,"3","Armc8"
"Gm37494",6.81327288228343e-17,0.518353426216248,0.142,0.075,1.48018353367608e-12,"3","Gm37494"
"Dnajc18",6.88090791545438e-17,0.574735471592177,0.194,0.119,1.49487724463246e-12,"3","Dnajc18"
"Atg4b",6.97931949657635e-17,0.45941061215686,0.168,0.097,1.51625716063121e-12,"3","Atg4b"
"Pdcd2",7.46121690598917e-17,0.923576284568796,0.103,0.049,1.62094937282615e-12,"3","Pdcd2"
"2810001G20Rik",7.7474186377218e-17,0.818673634234191,0.107,0.052,1.68312669904506e-12,"3","2810001G20Rik"
"Akr7a5",7.86311249511525e-17,0.66997486374998,0.15,0.084,1.70826118956379e-12,"3","Akr7a5"
"Agpat1",8.23170456783728e-17,0.761606975456898,0.135,0.072,1.78833781736265e-12,"3","Agpat1"
"Igbp11",8.64019639823213e-17,0.277965754661004,0.274,0.182,1.87708266751593e-12,"3","Igbp1"
"Mpst1",8.72006097164682e-17,0.570904141486594,0.199,0.122,1.89443324609027e-12,"3","Mpst"
"Gys1",8.85735894357532e-17,0.77712765472433,0.141,0.077,1.92426123049174e-12,"3","Gys1"
"Arfip21",8.87474126617577e-17,0.368221468265572,0.168,0.096,1.92803754007669e-12,"3","Arfip2"
"Arpin",9.29084988970457e-17,0.812891602248681,0.113,0.056,2.01843713853832e-12,"3","Arpin"
"Msmo1",9.52851846177012e-17,0.598158851219236,0.112,0.055,2.07007063581956e-12,"3","Msmo1"
"BC004004",9.63351253012774e-17,0.333710208459805,0.181,0.107,2.09288059717025e-12,"3","BC004004"
"Prxl2b1",9.63441004214826e-17,0.484924565055652,0.162,0.092,2.09307558165671e-12,"3","Prxl2b"
"Crot",9.67528840131607e-17,0.413757272838991,0.194,0.118,2.10195640518592e-12,"3","Crot"
"Bag21",9.86900745070975e-17,0.623321004018281,0.168,0.097,2.14404186866669e-12,"3","Bag2"
"Dhx30",1.03937933001086e-16,0.385316880272914,0.212,0.132,2.2580515944486e-12,"3","Dhx30"
"Hax1",1.04083683377164e-16,0.350681441490309,0.187,0.112,2.26121802136889e-12,"3","Hax1"
"Gins4",1.06155086248354e-16,0.639293719332733,0.129,0.067,2.30621924874549e-12,"3","Gins4"
"Gipc1",1.07456569959192e-16,0.666440025084434,0.153,0.086,2.33449398236345e-12,"3","Gipc1"
"Stk41",1.08680609617609e-16,0.402019100002726,0.176,0.102,2.36108624394255e-12,"3","Stk4"
"Stx161",1.11937277361685e-16,0.4011807193312,0.176,0.102,2.4318373506826e-12,"3","Stx16"
"Pde7a1",1.17607283325645e-16,0.294801844980086,0.166,0.094,2.55501823024963e-12,"3","Pde7a"
"Ston1",1.21910376388555e-16,0.728334865793083,0.125,0.065,2.64850292704136e-12,"3","Ston1"
"Nudt9",1.22669127643529e-16,0.396338951702538,0.192,0.115,2.66498679805567e-12,"3","Nudt9"
"Ro601",1.31876960532965e-16,0.272223069595802,0.369,0.261,2.86502696757866e-12,"3","Ro60"
"Xpo1",1.31919152971168e-16,0.327991505643382,0.316,0.22,2.86594359829862e-12,"3","Xpo1"
"Slc12a61",1.40869811798028e-16,0.352390809972994,0.209,0.129,3.06039666131217e-12,"3","Slc12a6"
"Morn2",1.41785563596466e-16,0.897859138314398,0.1,0.047,3.08029136913322e-12,"3","Morn2"
"Cnot11",1.42764470897565e-16,0.28010587771813,0.127,0.065,3.10155813024961e-12,"3","Cnot11"
"Myl4",1.46581054898611e-16,0.276353276980005,0.151,0.084,3.18447341767233e-12,"3","Myl4"
"Cox11",1.47136226413673e-16,0.962189837153664,0.101,0.048,3.19653451883705e-12,"3","Cox11"
"Ttll11",1.52943183439989e-16,0.802876097497958,0.133,0.071,3.32269066023376e-12,"3","Ttll1"
"Lclat11",1.56685316845843e-16,0.414389869426121,0.302,0.209,3.40398850847594e-12,"3","Lclat1"
"Npnt1",1.59801850532554e-16,0.260769109073685,0.255,0.16,3.47169520281974e-12,"3","Npnt"
"Lgr61",1.67300286081329e-16,0.76108987147053,0.204,0.127,3.63459871511686e-12,"3","Lgr6"
"Meaf6",1.69897661971501e-16,0.481001973052226,0.187,0.112,3.69102670633086e-12,"3","Meaf6"
"Fars2",1.7399889413063e-16,0.626334272837652,0.172,0.101,3.78012597498794e-12,"3","Fars2"
"Zfp809",1.78412847774451e-16,0.596250179919275,0.101,0.047,3.87601911789995e-12,"3","Zfp809"
"Pitpnm21",1.78456351325605e-16,0.381092435134713,0.308,0.213,3.87696423254876e-12,"3","Pitpnm2"
"Actl6a",1.87369981591984e-16,0.605316483701505,0.172,0.101,4.07061285008586e-12,"3","Actl6a"
"Fem1a",1.88634368493591e-16,0.459581528085103,0.216,0.135,4.09808165552326e-12,"3","Fem1a"
"Uchl11",1.98314417818943e-16,0.355614808250155,0.139,0.074,4.30838072711654e-12,"3","Uchl1"
"Hlf",2.08979556171684e-16,0.401430343851285,0.296,0.201,4.54008085782983e-12,"3","Hlf"
"P4ha21",2.23134859380502e-16,0.36684122087152,0.159,0.09,4.84760482004141e-12,"3","P4ha2"
"Gpr155",2.26722938908791e-16,0.532216667909798,0.198,0.122,4.92555584779348e-12,"3","Gpr155"
"Sephs2",2.27629098026714e-16,0.667084125640176,0.103,0.049,4.94524215463037e-12,"3","Sephs2"
"Gm26782",2.35349524056274e-16,0.642058310709237,0.126,0.066,5.11296841012256e-12,"3","Gm26782"
"Med30",2.41756008548082e-16,0.617930211976705,0.18,0.108,5.25214928570708e-12,"3","Med30"
"Gnptab1",2.56425546938708e-16,0.343478079736391,0.209,0.129,5.57084500724344e-12,"3","Gnptab"
"Rae1",2.70845798022051e-16,0.457407781157561,0.166,0.096,5.88412496202905e-12,"3","Rae1"
"Pbx21",3.02455157499837e-16,0.42819385011846,0.161,0.091,6.57083829668397e-12,"3","Pbx2"
"Mapk9",3.32107994293928e-16,0.303211217749869,0.196,0.119,7.2150461760356e-12,"3","Mapk9"
"Krr11",3.38368055066999e-16,0.256066873197379,0.183,0.108,7.35104599633056e-12,"3","Krr1"
"Smarcad1",3.49180774674819e-16,0.460559832156714,0.15,0.084,7.58595232981044e-12,"3","Smarcad1"
"Nr2f11",4.04009732645725e-16,0.268324791013934,0.229,0.145,8.77711144172838e-12,"3","Nr2f1"
"Ephx3",4.07521989946946e-16,1.04707402688863,0.141,0.078,8.85341523159741e-12,"3","Ephx3"
"Abhd10",4.07709067003939e-16,0.859650953208693,0.103,0.05,8.85747948066058e-12,"3","Abhd10"
"Macrod11",4.17250484225492e-16,0.60889328922471,0.192,0.118,9.06476676979882e-12,"3","Macrod1"
"Fam207a",4.27461184972035e-16,0.600117297177399,0.121,0.062,9.28659424351745e-12,"3","Fam207a"
"Zdhhc21",4.52848165020757e-16,0.659269370012638,0.112,0.056,9.83812638507595e-12,"3","Zdhhc21"
"Scn2b1",4.62435672267039e-16,0.804353405930921,0.147,0.082,1.00464149800014e-11,"3","Scn2b"
"Taf6",4.70319955315554e-16,0.53708787496917,0.125,0.065,1.02177010292304e-11,"3","Taf6"
"Tspan121",4.89843230714711e-16,0.263494835916851,0.332,0.232,1.06418441872771e-11,"3","Tspan12"
"Cdip11",4.91134025964964e-16,0.382620983475938,0.176,0.103,1.06698867140888e-11,"3","Cdip1"
"Cat1",5.04102910899263e-16,0.264533666606042,0.194,0.118,1.09516357392865e-11,"3","Cat"
"Zmpste241",5.08458461680233e-16,0.283319942802657,0.186,0.111,1.10462600800031e-11,"3","Zmpste24"
"1600012H06Rik",5.26182009350748e-16,0.379870157125598,0.103,0.049,1.1431304153145e-11,"3","1600012H06Rik"
"Zfyve16",5.35716732350767e-16,0.284992667029046,0.162,0.092,1.16384460103204e-11,"3","Zfyve16"
"Ccdc167",5.40776977151224e-16,0.543939347295072,0.112,0.056,1.17483798286103e-11,"3","Ccdc167"
"Rnf341",5.5185150443328e-16,0.329345002405643,0.196,0.119,1.1988973933813e-11,"3","Rnf34"
"Trpm41",5.69693336609637e-16,0.450163950582613,0.183,0.11,1.23765877378444e-11,"3","Trpm4"
"Eif2b4",5.8101416834079e-16,0.637973450068327,0.151,0.086,1.26225328072037e-11,"3","Eif2b4"
"Atg5",5.85305857816488e-16,0.537964657061028,0.153,0.086,1.27157697610632e-11,"3","Atg5"
"Zfp646",5.91896064170964e-16,0.591734579708617,0.132,0.07,1.28589419941142e-11,"3","Zfp646"
"Prkg21",6.15083113876853e-16,0.660891199545183,0.212,0.133,1.33626806489746e-11,"3","Prkg2"
"Ift74",6.31509911685301e-16,0.45204914804037,0.125,0.065,1.37195528313632e-11,"3","Ift74"
"Grhpr1",6.42142857012336e-16,0.60806243056065,0.162,0.094,1.3950553568593e-11,"3","Grhpr"
"Kpna6",6.64285299830585e-16,0.332982575903322,0.222,0.143,1.44315981388195e-11,"3","Kpna6"
"Xpc",6.65184606355594e-16,0.496901193661544,0.136,0.073,1.44511355730753e-11,"3","Xpc"
"Sgta",6.97381378943631e-16,0.266337123637783,0.238,0.154,1.51506104575504e-11,"3","Sgta"
"Inafm1",7.27859498547014e-16,0.496935025350451,0.202,0.126,1.58127476059339e-11,"3","Inafm1"
"Nol12",7.41112975368141e-16,0.472091440276908,0.123,0.064,1.61006793898729e-11,"3","Nol12"
"Lztr1",7.47491800925941e-16,0.49645647373108,0.174,0.103,1.62392593751161e-11,"3","Lztr1"
"Fibp",7.71614837170636e-16,0.481019211508423,0.188,0.115,1.67633323375321e-11,"3","Fibp"
"Zfp219",8.08705076182736e-16,0.5901050238071,0.134,0.073,1.756911778007e-11,"3","Zfp219"
"Mbd5",8.20283359808784e-16,0.352384973640046,0.18,0.107,1.78206559918458e-11,"3","Mbd5"
"Ano11",8.60429481919889e-16,0.306175391502338,0.414,0.303,1.86928304947096e-11,"3","Ano1"
"Metap1",8.81855244733295e-16,0.5666116704705,0.165,0.096,1.91583051918308e-11,"3","Metap1"
"Cmc1",9.17898755681562e-16,0.588933911907322,0.139,0.077,1.99413504671819e-11,"3","Cmc1"
"Zfp3581",9.3944169929261e-16,0.832116695530101,0.125,0.066,2.0409370917132e-11,"3","Zfp358"
"Hdac31",9.87229404032896e-16,0.505910786689558,0.139,0.076,2.14475588026147e-11,"3","Hdac3"
"Phpt1",1.06726145393609e-15,0.469610339169159,0.127,0.067,2.31862550867616e-11,"3","Phpt1"
"Rangrf",1.10943581556004e-15,0.686027210066219,0.126,0.067,2.41024930930418e-11,"3","Rangrf"
"Smurf1",1.16258758087061e-15,0.323955707595584,0.299,0.208,2.52572151944139e-11,"3","Smurf1"
"M6pr",1.18604655226185e-15,0.264812384969185,0.266,0.179,2.57668613478888e-11,"3","M6pr"
"Dut",1.24929610682595e-15,0.794272805460715,0.129,0.07,2.71409579207938e-11,"3","Dut"
"2310033P09Rik",1.33465746081701e-15,0.378444955743435,0.179,0.106,2.89954333362495e-11,"3","2310033P09Rik"
"Rfxank",1.33552356391127e-15,0.801071771657238,0.116,0.06,2.90142494259724e-11,"3","Rfxank"
"Mea1",1.35761702059451e-15,0.306438848605624,0.188,0.115,2.94942297724157e-11,"3","Mea1"
"Ncs11",1.41068312983428e-15,0.269923265895445,0.267,0.178,3.06470909956498e-11,"3","Ncs1"
"Dctn11",1.41255223767019e-15,0.263336883552637,0.389,0.29,3.06876973633849e-11,"3","Dctn1"
"Tmem9",1.43451504238604e-15,0.554679626438809,0.117,0.06,3.11648392958368e-11,"3","Tmem9"
"Rbl2",1.44081090558772e-15,0.33999762841906,0.265,0.179,3.13016169238933e-11,"3","Rbl2"
"Ap5m1",1.46082571830354e-15,0.442407831000423,0.111,0.056,3.17364387301444e-11,"3","Ap5m1"
"Mnat1",1.47647059168597e-15,0.391491901469377,0.189,0.116,3.20763236043776e-11,"3","Mnat1"
"Aptx",1.67652801588171e-15,0.771105967828399,0.127,0.068,3.64225711450301e-11,"3","Aptx"
"Jrkl",1.68323053012184e-15,0.546494281751981,0.112,0.057,3.65681832668969e-11,"3","Jrkl"
"Tor1a",1.70530915170078e-15,0.406493933099042,0.134,0.073,3.70478413206994e-11,"3","Tor1a"
"Mrpl3",1.71140281272498e-15,0.442057326567387,0.214,0.138,3.71802261064503e-11,"3","Mrpl3"
"Plekhb21",1.71804539574022e-15,0.33886844561887,0.209,0.132,3.73245362224562e-11,"3","Plekhb2"
"Tubgcp5",1.7371268915118e-15,0.731733231300185,0.137,0.076,3.77390817180938e-11,"3","Tubgcp5"
"Ercc1",1.79758003903408e-15,0.621422373381536,0.126,0.067,3.90524263480154e-11,"3","Ercc1"
"Ice1",1.85906404550978e-15,0.399618615124653,0.196,0.121,4.03881663886999e-11,"3","Ice1"
"Ecd",1.8914400266259e-15,0.958534588529187,0.11,0.056,4.10915345784476e-11,"3","Ecd"
"Svip",1.91117115322136e-15,0.604662406231692,0.162,0.095,4.15201933037339e-11,"3","Svip"
"Abhd41",1.96990487215574e-15,0.54700063965335,0.218,0.141,4.27961833475834e-11,"3","Abhd4"
"Suclg21",1.99847129949918e-15,0.30700340965649,0.312,0.22,4.34167889816196e-11,"3","Suclg2"
"Lrrc47",2.06987440532647e-15,0.6514892682901,0.13,0.07,4.49680214557175e-11,"3","Lrrc47"
"Dr1",2.14162668344558e-15,0.60586426766291,0.138,0.076,4.65268396978552e-11,"3","Dr1"
"Egflam1",2.14996403133181e-15,0.263891043932352,0.286,0.196,4.67079685806835e-11,"3","Egflam"
"Prkaa1",2.26682426353007e-15,0.48156125494193,0.159,0.092,4.92467571251908e-11,"3","Prkaa1"
"Snx12",2.34612586602353e-15,0.485857412847335,0.185,0.113,5.09695844393612e-11,"3","Snx12"
"Letm11",2.43334212166972e-15,0.358989455866872,0.265,0.181,5.28643575932747e-11,"3","Letm1"
"Amer11",2.54117794259269e-15,0.266957415464796,0.142,0.078,5.52070908028262e-11,"3","Amer1"
"Spopl1",2.66044044726906e-15,0.372466663309108,0.161,0.093,5.77980687169203e-11,"3","Spopl"
"Gtf3c6",2.84855668544232e-15,0.378780617324466,0.192,0.119,6.18848939912345e-11,"3","Gtf3c6"
"Kcnma11",2.86669872623988e-15,0.332694199667764,0.245,0.159,6.22790298275615e-11,"3","Kcnma1"
"Dusp28",2.86760295674405e-15,0.865979818996419,0.106,0.053,6.22986742352645e-11,"3","Dusp28"
"Uri11",2.88543899081204e-15,0.371564192406098,0.302,0.213,6.26861620753915e-11,"3","Uri1"
"Golga5",3.03552336708836e-15,0.50153506571435,0.16,0.093,6.59467451499947e-11,"3","Golga5"
"Lpcat1",3.06526882544903e-15,0.397034665900665,0.186,0.113,6.65929652328802e-11,"3","Lpcat1"
"Klhl421",3.10488117695389e-15,0.596261348919798,0.146,0.083,6.74535435693232e-11,"3","Klhl42"
"Arhgef9",3.19303149432959e-15,0.677922186240819,0.164,0.097,6.93686092143104e-11,"3","Arhgef9"
"Nfatc41",3.25875507339664e-15,0.449122822199977,0.185,0.112,7.07964539695421e-11,"3","Nfatc4"
"Dnttip1",3.27432678248227e-15,0.53211607444534,0.17,0.101,7.11347493494273e-11,"3","Dnttip1"
"P4htm1",3.31549394190104e-15,0.505365945632529,0.147,0.084,7.20291058878e-11,"3","P4htm"
"Mpp1",3.33803046020086e-15,0.442975669422552,0.155,0.089,7.25187117478637e-11,"3","Mpp1"
"Fbxl171",3.40349588096304e-15,0.327247927832345,0.302,0.212,7.39409480139221e-11,"3","Fbxl17"
"Qser1",3.56377845332844e-15,0.294671295615184,0.209,0.133,7.74230868985603e-11,"3","Qser1"
"Cyp7b11",3.68394818524173e-15,0.752034424755353,0.18,0.111,8.00337743243767e-11,"3","Cyp7b1"
"Il34",3.84917204784608e-15,0.934460592466444,0.11,0.056,8.36232627394561e-11,"3","Il34"
"Fam3a",3.92839129899153e-15,0.614443679582353,0.125,0.067,8.53443009705911e-11,"3","Fam3a"
"Naa35",3.96741253941178e-15,0.392794645005346,0.161,0.094,8.6192037418721e-11,"3","Naa35"
"Cog4",4.06163297133093e-15,0.581361633957466,0.163,0.097,8.82389763021645e-11,"3","Cog4"
"Eef2kmt1",4.16409665670042e-15,0.808534170871839,0.113,0.058,9.04649998668166e-11,"3","Eef2kmt"
"Bckdha1",4.17187313148164e-15,0.361272583329581,0.278,0.194,9.06339437814385e-11,"3","Bckdha"
"Toe1",4.25373854386813e-15,0.730322835291795,0.107,0.054,9.24124698655352e-11,"3","Toe1"
"Cars2",4.26550672099631e-15,0.558933169163226,0.133,0.073,9.26681335136448e-11,"3","Cars2"
"Cenpv",4.38391233093036e-15,0.814121119787692,0.121,0.064,9.52404953894620e-11,"3","Cenpv"
"Decr2",4.4201950095204e-15,0.554241166762879,0.117,0.061,9.60287365818306e-11,"3","Decr2"
"Ampd21",4.44248013980784e-15,0.424776299174989,0.166,0.099,9.65128810373253e-11,"3","Ampd2"
"Mau21",4.86485655859418e-15,0.353081623418677,0.192,0.119,1.05689008735459e-10,"3","Mau2"
"Uck1",5.46289968165656e-15,0.814992178521287,0.105,0.053,1.18681495583989e-10,"3","Uck1"
"Zfp512",6.3307742899314e-15,0.980630871728913,0.127,0.069,1.3753607144876e-10,"3","Zfp512"
"Angpt2",6.4085379023219e-15,0.699434899680192,0.149,0.086,1.39225485927943e-10,"3","Angpt2"
"0610030E20Rik",6.45336723410391e-15,0.546712414260886,0.109,0.055,1.40199403160907e-10,"3","0610030E20Rik"
"Ado",6.61780384342801e-15,0.526563276595198,0.159,0.093,1.43771788498474e-10,"3","Ado"
"Six5",6.81361146417342e-15,0.989963936972897,0.107,0.055,1.48025709059168e-10,"3","Six5"
"Ebag9",7.18739062684225e-15,0.603749816935724,0.132,0.073,1.56146061368148e-10,"3","Ebag9"
"Adprh",7.93532957424976e-15,0.304803979691848,0.227,0.149,1.72395035000576e-10,"3","Adprh"
"Tapt1",8.37514054166549e-15,0.297946818823959,0.2,0.125,1.81949928267683e-10,"3","Tapt1"
