"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ccdc107",1.10866621891281e-109,0.267235132756119,0.646,0.31,2.40857736058809e-105,"1","Ccdc107"
"Phf23",1.1664450531886e-109,0.407780580305513,0.418,0.173,2.53410187805223e-105,"1","Phf23"
"Atp2a2",1.22767630366086e-109,0.433312521871653,0.987,0.742,2.66712676970323e-105,"1","Atp2a2"
"Msrb3",1.3779124543158e-109,0.283991327940629,0.822,0.441,2.99351480700108e-105,"1","Msrb3"
"Mapre2",1.7756098601364e-109,0.316024354486288,0.852,0.46,3.85751242114633e-105,"1","Mapre2"
"Snx3",2.3780585661508e-109,0.273040588629632,0.704,0.353,5.16633223496262e-105,"1","Snx3"
"Psmb6",2.51550288999255e-109,0.298704081288833,0.749,0.382,5.46493002850881e-105,"1","Psmb6"
"Arhgap1",2.61145988463492e-109,0.347453108687048,0.566,0.267,5.67339659936937e-105,"1","Arhgap1"
"Vezf1",3.11280916594305e-109,0.296014175416229,0.755,0.397,6.76257791301127e-105,"1","Vezf1"
"Hmgb21",6.64794540404832e-109,0.392050145683886,0.53,0.245,1.4442661390295e-104,"1","Hmgb2"
"Rexo2",8.54281021944868e-109,0.275551155652718,0.703,0.356,1.85592552017523e-104,"1","Rexo2"
"Ddx6",1.08504696802804e-108,0.291855646745131,0.871,0.487,2.35726453804091e-104,"1","Ddx6"
"Cnnm2",1.31727564226314e-108,0.416168614722465,0.457,0.198,2.86178133281667e-104,"1","Cnnm2"
"Tprgl",1.76894201466048e-108,0.250278036793889,0.787,0.411,3.84302652684989e-104,"1","Tprgl"
"Map7d2",2.40222935246754e-108,0.500888117903705,0.469,0.205,5.21884326823572e-104,"1","Map7d2"
"Map1a",2.46729069833572e-108,0.362480468130021,0.497,0.223,5.36018904213435e-104,"1","Map1a"
"Litaf1",3.16394233265176e-108,0.259740135936083,0.799,0.418,6.87366471768596e-104,"1","Litaf"
"Anxa11",3.61784794741018e-108,0.384217031416279,0.482,0.215,7.85977466574863e-104,"1","Anxa11"
"Snhg15",3.80719778817032e-108,0.831959348375932,0.28,0.09,8.27113719480002e-104,"1","Snhg15"
"Acsl1",5.76826663447772e-108,0.460182637470689,0.455,0.2,1.25315592634028e-103,"1","Acsl1"
"Ndufa8",5.80897875508435e-108,0.281703282551836,0.699,0.35,1.26200063454208e-103,"1","Ndufa8"
"Kif5b",5.85234466579631e-108,0.411817929939097,0.952,0.604,1.27142187864425e-103,"1","Kif5b"
"Eif3b",6.5787734839549e-108,0.37141310486275,0.495,0.223,1.4292385393892e-103,"1","Eif3b"
"Txnl1",7.33297697707978e-108,0.372227711678875,0.6,0.29,1.59308924827058e-103,"1","Txnl1"
"Rock1",7.54444952998892e-108,0.450060453390733,0.985,0.735,1.63903166039009e-103,"1","Rock1"
"Ndrg2",8.90834917175888e-108,0.268771323479835,0.844,0.446,1.93533885756462e-103,"1","Ndrg2"
"Ing2",1.16466793953772e-107,0.375008504861314,0.384,0.152,2.53024109864569e-103,"1","Ing2"
"Dyrk2",1.35999901652013e-107,0.337438218908717,0.544,0.253,2.95459786338998e-103,"1","Dyrk2"
"Lsm4",1.69120593456743e-107,0.353924088044012,0.484,0.214,3.67414489284774e-103,"1","Lsm4"
"Rrm1",1.76424037586704e-107,0.543551601522745,0.47,0.209,3.83281221657113e-103,"1","Rrm1"
"Npy1r",3.28072868618654e-107,0.334825751186009,0.767,0.401,7.12738307074025e-103,"1","Npy1r"
"Trp53inp1",3.38936431869844e-107,0.517613574559321,0.472,0.21,7.36339398237237e-103,"1","Trp53inp1"
"Spty2d1",3.56963844406886e-107,0.493019428621123,0.572,0.269,7.7550395197396e-103,"1","Spty2d1"
"Rnd2",3.69736273891352e-107,0.541995038257367,0.448,0.195,8.03252055028963e-103,"1","Rnd2"
"Tspan3",5.70093286872937e-107,0.269033058068541,0.712,0.364,1.23852766573146e-102,"1","Tspan3"
"Zfp467",8.68012346799086e-107,0.399279965521017,0.51,0.23,1.88575682342101e-102,"1","Zfp467"
"Ndufs1",9.5698564012509e-107,0.29238860243594,0.566,0.266,2.07905130317176e-102,"1","Ndufs1"
"Ifrd11",1.2976533191795e-106,0.457384535462421,0.967,0.661,2.81915183591747e-102,"1","Ifrd1"
"Eif4g2",4.50211424509625e-106,0.39624946374523,0.982,0.737,9.7808431974716e-102,"1","Eif4g2"
"Bod1",5.12308814897522e-106,0.431433192271696,0.481,0.216,1.11299090036487e-101,"1","Bod1"
"Arhgap6",5.16703128530427e-106,0.322931415280564,0.459,0.2,1.12253754673235e-101,"1","Arhgap6"
"Sntb1",6.78820455848315e-106,0.334359884962721,0.493,0.221,1.47473744033046e-101,"1","Sntb1"
"Sorbs2",9.68529715289902e-106,0.450594326805604,0.985,0.774,2.10413080646731e-101,"1","Sorbs2"
"Smtn",1.18348006928701e-105,0.408940839678535,0.831,0.472,2.57111045052604e-101,"1","Smtn"
"Ppp2r5e",1.36899014274376e-105,0.369577298468071,0.465,0.205,2.97413108511081e-101,"1","Ppp2r5e"
"Trabd2b",1.73799287322358e-105,0.561376490617536,0.427,0.184,3.77578951707823e-101,"1","Trabd2b"
"Daam2",2.35954478457641e-105,0.332971533254679,0.502,0.228,5.12611104449226e-101,"1","Daam2"
"Atl3",2.6811361738533e-105,0.290096304502931,0.56,0.267,5.8247683376963e-101,"1","Atl3"
"Immt",2.79384349406384e-105,0.273303922897696,0.56,0.266,6.06962499085369e-101,"1","Immt"
"Zfand3",3.72069082332749e-105,0.298136520025972,0.492,0.221,8.08320081367897e-101,"1","Zfand3"
"Larp1b",4.67011704244284e-105,0.271345847998221,0.475,0.212,1.01458292747071e-100,"1","Larp1b"
"Nrip2",6.31390902073701e-105,0.279169512249268,0.796,0.414,1.37169673475511e-100,"1","Nrip2"
"Mcam",6.97930882259289e-105,0.414412844574474,0.903,0.522,1.51625484170831e-100,"1","Mcam"
"Ctcf",8.62148200432774e-105,0.289248193486499,0.503,0.231,1.8730169654402e-100,"1","Ctcf"
"Aoc3",9.45574317877034e-105,0.413480847594977,0.941,0.547,2.05426020558786e-100,"1","Aoc3"
"Zfp36l21",9.46210640143921e-105,0.486802169675072,0.734,0.404,2.05564261571267e-100,"1","Zfp36l2"
"Lims1",1.00267189330186e-104,0.293967786952291,0.853,0.466,2.17830468819828e-100,"1","Lims1"
"Smarca5",1.14708034945359e-104,0.53685235384474,0.903,0.567,2.49203205918792e-100,"1","Smarca5"
"Dusp1",1.40208736085787e-104,0.634464356231604,0.902,0.606,3.04603479146372e-100,"1","Dusp1"
"Gng12",1.53935688520055e-104,0.273379471142669,0.624,0.308,3.3442528330982e-100,"1","Gng12"
"Purb",1.56926482002702e-104,0.336802169051593,0.883,0.504,3.4092278215087e-100,"1","Purb"
"Kcne4",1.93314214069531e-104,0.754173632160226,0.449,0.206,4.19975130066055e-100,"1","Kcne4"
"Rbm18",2.99352809881359e-104,0.499198197654738,0.429,0.185,6.50343979467254e-100,"1","Rbm18"
"Cops6",4.25549885924011e-104,0.333839361575352,0.515,0.234,9.24507127169914e-100,"1","Cops6"
"Uba2",5.7740056334802e-104,0.350552524080338,0.854,0.47,1.25440272387357e-99,"1","Uba2"
"Il13ra1",7.02646793379874e-104,0.421572631218139,0.381,0.153,1.52650015861778e-99,"1","Il13ra1"
"Cmbl",9.01005263596877e-104,0.707931070585424,0.374,0.151,1.95743393516422e-99,"1","Cmbl"
"Stbd1",9.22474920581989e-104,0.443776685506887,0.503,0.233,2.00407676496437e-99,"1","Stbd1"
"Tmx4",9.49054426118439e-104,0.298718686635866,0.58,0.284,2.06182074074231e-99,"1","Tmx4"
"Rex1bd",1.0114813869441e-103,0.26614253193286,0.685,0.341,2.19744331313606e-99,"1","Rex1bd"
"Trafd1",1.03739515558822e-103,0.291327663524667,0.488,0.221,2.25374097551541e-99,"1","Trafd1"
"Dact3",1.06340736800944e-103,0.478492731316835,0.466,0.208,2.31025250700051e-99,"1","Dact3"
"Kxd1",1.1321024826642e-103,0.390464157465452,0.426,0.182,2.45949264358797e-99,"1","Kxd1"
"Mrpl30",1.22554078676322e-103,0.279676436135498,0.588,0.288,2.6624873592431e-99,"1","Mrpl30"
"Dld",1.30093803427973e-103,0.288116304263781,0.545,0.258,2.82628787947271e-99,"1","Dld"
"Rhob",1.63287285032168e-103,0.523452242899896,0.859,0.552,3.54741626732384e-99,"1","Rhob"
"Ndufa9",1.94128584703447e-103,0.281959520265263,0.527,0.245,4.21744350268239e-99,"1","Ndufa9"
"Adgrl2",3.46716412711797e-103,0.277273308883906,0.536,0.255,7.53241406616379e-99,"1","Adgrl2"
"Suz12",6.59672498238969e-103,0.368403365300003,0.453,0.199,1.43313850242416e-98,"1","Suz12"
"Fh1",6.75289912676508e-103,0.467870738697079,0.504,0.234,1.46706733528971e-98,"1","Fh1"
"Gjc1",6.8558594147283e-103,0.332425981765552,0.827,0.453,1.48943545784972e-98,"1","Gjc1"
"Mif",7.60578011057393e-103,0.336046713966031,0.794,0.426,1.65235572902219e-98,"1","Mif"
"Vcl",7.65167108979915e-103,0.283178151508861,0.906,0.526,1.66232554425886e-98,"1","Vcl"
"Avpi1",9.03403970889891e-103,0.527940388890635,0.437,0.194,1.96264512675829e-98,"1","Avpi1"
"Idh3a",1.08147988668209e-102,0.392683107336503,0.481,0.218,2.34951505381684e-98,"1","Idh3a"
"Tcf7l1",1.47425324500553e-102,0.345029203878442,0.415,0.175,3.2028151747745e-98,"1","Tcf7l1"
"Gab1",1.60073645903855e-102,0.304297123812115,0.487,0.222,3.47759995726126e-98,"1","Gab1"
"Ncoa4",2.10794210083165e-102,0.421451931659295,0.433,0.187,4.57950421405676e-98,"1","Ncoa4"
"Ndufb5",2.516625278798e-102,0.268134433116518,0.798,0.416,5.46736841818866e-98,"1","Ndufb5"
"Mfge8",2.54181619865075e-102,0.493018752575734,0.966,0.648,5.52209569156876e-98,"1","Mfge8"
"Ahsa1",3.87511918247029e-102,0.284437246286167,0.465,0.208,8.41869642391671e-98,"1","Ahsa1"
"Eef2",3.9554438793138e-102,0.404478501484661,0.986,0.767,8.59320182780923e-98,"1","Eef2"
"Rpa1",3.9652066683228e-102,0.599868934319422,0.365,0.147,8.61441148693129e-98,"1","Rpa1"
"Cfl1",5.75675109045174e-102,0.418438022898167,0.934,0.598,1.25065417440064e-97,"1","Cfl1"
"Ntn4",1.66140732802618e-101,0.340907139426453,0.615,0.308,3.60940742013688e-97,"1","Ntn4"
"Tle1",1.81398608937929e-101,0.259616232282014,0.417,0.177,3.94088477917651e-97,"1","Tle1"
"Ube2o",2.03561815611571e-101,0.28495807240165,0.352,0.135,4.42238044416139e-97,"1","Ube2o"
"Slc25a4",2.21033382699683e-101,0.36946887007222,0.983,0.685,4.80195023915061e-97,"1","Slc25a4"
"Klhdc8b",2.67029244004905e-101,0.428527582442526,0.519,0.249,5.80121032600655e-97,"1","Klhdc8b"
"Lpin1",3.55456499141288e-101,0.526180848909957,0.335,0.128,7.72229244384448e-97,"1","Lpin1"
"Kpnb1",4.30975335001306e-101,0.276380053946139,0.514,0.239,9.36293915290337e-97,"1","Kpnb1"
"Gtf2i",5.74284364197847e-101,0.279624699460299,0.489,0.222,1.24763278121982e-96,"1","Gtf2i"
"Casp12",6.26521699518716e-101,0.29094000182107,0.428,0.185,1.36111839220441e-96,"1","Casp12"
"Dgkd",6.51079763939923e-101,0.316538117563452,0.452,0.2,1.41447078715948e-96,"1","Dgkd"
"Mlec",6.99852523014507e-101,0.28263252007993,0.487,0.222,1.52042960624902e-96,"1","Mlec"
"Stum",7.33203330477676e-101,0.545140366230269,0.41,0.176,1.59288423546275e-96,"1","Stum"
"Maf1",8.12218477449878e-101,0.330113949709184,0.478,0.218,1.76454464225986e-96,"1","Maf1"
"Fam162a",9.72158824105013e-101,0.275160269434196,0.587,0.283,2.11201504536814e-96,"1","Fam162a"
"Bckdha",1.04216064453816e-100,0.557744981421528,0.37,0.148,2.26409400025914e-96,"1","Bckdha"
"1700017B05Rik",1.10075974248635e-100,0.545141943891137,0.305,0.11,2.39140054055159e-96,"1","1700017B05Rik"
"Trp53i11",1.12286397263383e-100,0.403410110464674,0.475,0.219,2.439421980547e-96,"1","Trp53i11"
"Slc6a8",1.17418747165305e-100,0.333848696353313,0.471,0.214,2.55092228216626e-96,"1","Slc6a8"
"Evi5",1.45658989888961e-100,0.399377177288891,0.435,0.191,3.16444155533767e-96,"1","Evi5"
"Bcam",1.6451128930338e-100,0.433756347852831,0.941,0.58,3.57400776011593e-96,"1","Bcam"
"Wnt5b",1.90426262010365e-100,0.528426409729403,0.403,0.171,4.13701054217518e-96,"1","Wnt5b"
"Tcf15",2.05893852361225e-100,0.450354904011064,0.684,0.364,4.47304394254762e-96,"1","Tcf15"
"Snta1",2.3538338667335e-100,0.597857081399723,0.389,0.163,5.11370407547852e-96,"1","Snta1"
"Fam107b",5.27688486383282e-100,0.490838244089866,0.458,0.207,1.14640323666768e-95,"1","Fam107b"
"Rab5b",7.13002055302804e-100,0.254015833569297,0.45,0.199,1.54899696514534e-95,"1","Rab5b"
"Enpep",7.67081177192041e-100,0.506214788643763,0.373,0.153,1.66648385744971e-95,"1","Enpep"
"Mpc1",8.38680495830436e-100,0.250627538446863,0.791,0.413,1.82203337719162e-95,"1","Mpc1"
"Myo1e",1.22137120699877e-99,0.345361522933702,0.425,0.184,2.65342894720482e-95,"1","Myo1e"
"Pgam2",3.03967693917524e-99,0.441067024386979,0.455,0.206,6.60369815035822e-95,"1","Pgam2"
"Pin1",3.45669072180151e-99,0.402039451603108,0.428,0.186,7.50966059311379e-95,"1","Pin1"
"Nop581",3.78558477271003e-99,0.315266813592587,0.828,0.465,8.22418291871253e-95,"1","Nop58"
"Sh3bgrl",3.94207559771776e-99,0.431065835305703,0.971,0.659,8.56415923604184e-95,"1","Sh3bgrl"
"Hspb7",5.6521586418959e-99,0.372245479178396,0.407,0.174,1.22793146495188e-94,"1","Hspb7"
"Pbrm1",6.38496270981669e-99,0.25539485264854,0.71,0.376,1.38713314870768e-94,"1","Pbrm1"
"Aldh18a1",8.54830943461757e-99,0.470678364031728,0.39,0.162,1.85712022467067e-94,"1","Aldh18a1"
"Tpp1",1.0027480288099e-98,0.255266666903952,0.524,0.248,2.17847009258951e-94,"1","Tpp1"
"Ndufb10",1.32415174375526e-98,0.326974298950055,0.882,0.49,2.87671966330831e-94,"1","Ndufb10"
"Ncor1",1.44855409216795e-98,0.296355876127279,0.867,0.494,3.14698376523488e-94,"1","Ncor1"
"Suclg2",1.51635490684646e-98,0.438525913646263,0.404,0.172,3.29428103512394e-94,"1","Suclg2"
"Scn4b",1.53488937101856e-98,0.675644820954884,0.369,0.151,3.33454715853781e-94,"1","Scn4b"
"Bin1",2.09698395530104e-98,0.308972286279748,0.485,0.224,4.5556976428915e-94,"1","Bin1"
"Gid4",2.26563938126378e-98,0.326238024237046,0.433,0.189,4.92210155579556e-94,"1","Gid4"
"Pole4",2.31298833262366e-98,0.338073073344431,0.425,0.186,5.0249671526249e-94,"1","Pole4"
"Eif2s3x",2.64569237947948e-98,0.283101679268018,0.442,0.198,5.74776669441916e-94,"1","Eif2s3x"
"Rasgef1b1",2.7716904424034e-98,0.538367088351667,0.278,0.094,6.0214974861214e-94,"1","Rasgef1b"
"Ywhaq",4.01025519777938e-98,0.337608281300165,0.889,0.503,8.7122794171757e-94,"1","Ywhaq"
"Gabarap",4.89035484333337e-98,0.389971478889681,0.939,0.63,1.06242958971417e-93,"1","Gabarap"
"Itpr1",6.89947727497922e-98,0.305713251421847,0.919,0.552,1.49891143798924e-93,"1","Itpr1"
"D8Ertd738e",7.89602738324635e-98,0.250597995620711,0.784,0.415,1.71541194901027e-93,"1","D8Ertd738e"
"Oxsr1",8.73916364791834e-98,0.298600572399184,0.385,0.16,1.89858330251026e-93,"1","Oxsr1"
"Hspe1",1.01347520519973e-97,0.500403409173598,0.753,0.427,2.20177488329641e-93,"1","Hspe1"
"Cd82",1.2911106774801e-97,0.355136485374321,0.456,0.207,2.80493794682551e-93,"1","Cd82"
"Klf41",1.51662602759538e-97,0.576615645008664,0.98,0.742,3.29487004495097e-93,"1","Klf4"
"Spint2",2.04668719822867e-97,0.474903969610391,0.473,0.219,4.44642793815178e-93,"1","Spint2"
"Srsf4",2.58270699976996e-97,0.293511358896862,0.435,0.193,5.61093095700023e-93,"1","Srsf4"
"Ndufs8",3.53509608995334e-97,0.275181400527765,0.567,0.277,7.67999625542364e-93,"1","Ndufs8"
"Kcnma1",3.63778402082255e-97,0.661900503090778,0.317,0.121,7.90308578523698e-93,"1","Kcnma1"
"Ninj1",4.16599962259759e-97,0.444149319490983,0.445,0.201,9.05063418009327e-93,"1","Ninj1"
"Ptges3",4.30030175531566e-97,0.254339488463715,0.87,0.49,9.34240556342326e-93,"1","Ptges3"
"Prpsap1",4.69712251950405e-97,0.304874296351973,0.428,0.189,1.02044986736225e-92,"1","Prpsap1"
"Hras",6.16876559037826e-97,0.330440950618594,0.456,0.205,1.34016432450968e-92,"1","Hras"
"Wdr1",1.06259439897635e-96,0.261454004904745,0.745,0.398,2.30848633177612e-92,"1","Wdr1"
"Ank3",1.14124004564675e-96,0.313405641522841,0.464,0.21,2.47934399916755e-92,"1","Ank3"
"Nacc2",1.88685140981754e-96,0.458105252716523,0.454,0.21,4.09918468782861e-92,"1","Nacc2"
"Arl3",3.33584104760396e-96,0.263738103625302,0.489,0.226,7.24711467591961e-92,"1","Arl3"
"Cox5a",4.01687514305857e-96,0.283925439762197,0.845,0.458,8.72666124829475e-92,"1","Cox5a"
"Hrc",5.57992521491825e-96,0.49423085692513,0.416,0.182,1.21223875294099e-91,"1","Hrc"
"Hsd17b10",6.43515695545809e-96,0.297502763575394,0.507,0.239,1.39803784857327e-91,"1","Hsd17b10"
"Crispld2",6.94481856868678e-96,0.644504440030368,0.894,0.635,1.5087618340472e-91,"1","Crispld2"
"Ero1l",9.03071425356519e-96,0.293906748121443,0.407,0.176,1.96192267158704e-91,"1","Ero1l"
"Elmsan1",1.27533041876829e-95,0.423020763667585,0.456,0.207,2.7706553347741e-91,"1","Elmsan1"
"Pfkl",1.53799245692674e-95,0.498715979316036,0.351,0.142,3.34128861267334e-91,"1","Pfkl"
"Lclat1",2.06447099271116e-95,0.459492561021192,0.387,0.165,4.485063231665e-91,"1","Lclat1"
"Mmd",2.46415737047087e-95,0.434598284312316,0.387,0.165,5.35338188734796e-91,"1","Mmd"
"Atp5c1",2.53772935898123e-95,0.355852795686085,0.907,0.511,5.51321703238672e-91,"1","Atp5c1"
"Pfkm",2.55132678273222e-95,0.645157296280729,0.301,0.112,5.54275743548575e-91,"1","Pfkm"
"Synpo",2.8904118084604e-95,0.349809048854028,0.461,0.212,6.27941965388021e-91,"1","Synpo"
"Arpc5l",2.93497491647566e-95,0.260880890651821,0.511,0.242,6.37623300604337e-91,"1","Arpc5l"
"Lrrc8a1",3.40473392177132e-95,0.304134308107746,0.459,0.209,7.3967844450482e-91,"1","Lrrc8a"
"Chpt1",3.49025433046518e-95,0.263584027588222,0.547,0.269,7.58257753293561e-91,"1","Chpt1"
"Smarca4",3.5727330784184e-95,0.259872313643739,0.436,0.193,7.76176261286397e-91,"1","Smarca4"
"Chchd3",4.21835395859993e-95,0.257261210935284,0.455,0.206,9.16437397505835e-91,"1","Chchd3"
"Atp5g3",4.38316664768787e-95,0.403766045112087,0.922,0.548,9.52242954210189e-91,"1","Atp5g3"
"Ro60",5.27037398230829e-95,0.254627042852033,0.462,0.211,1.14498874765648e-90,"1","Ro60"
"Klf61",1.0963134783205e-94,0.498698731291033,0.883,0.562,2.38174103165129e-90,"1","Klf6"
"Aldoa",1.6067311653977e-94,0.426020315298253,0.952,0.634,3.4906234568265e-90,"1","Aldoa"
"Amd1",1.6284689934089e-94,0.277499607076475,0.413,0.18,3.53784888818084e-90,"1","Amd1"
"Dynll1",1.6308220923632e-94,0.426930049966162,0.944,0.62,3.54296099565904e-90,"1","Dynll1"
"Ubxn2a",1.82713946592847e-94,0.289822514703503,0.501,0.238,3.96946048972961e-90,"1","Ubxn2a"
"Cnksr3",2.01126566594247e-94,0.530747336016108,0.231,0.071,4.36947465926001e-90,"1","Cnksr3"
"Ivd",2.18371851510374e-94,0.325289154551204,0.445,0.201,4.74412847406288e-90,"1","Ivd"
"2200002D01Rik",2.44101772117518e-94,0.535768732683622,0.424,0.188,5.30311099925308e-90,"1","2200002D01Rik"
"Zfhx3",3.90228398074964e-94,0.348307801953774,0.971,0.639,8.4777119481786e-90,"1","Zfhx3"
"Mrps36",7.35426865676141e-94,0.279566448917849,0.516,0.247,1.59771486568142e-89,"1","Mrps36"
"Iars2",7.84275510188821e-94,0.428341162919307,0.396,0.17,1.70383854588521e-89,"1","Iars2"
"Gucy2g",1.41801330071888e-93,0.534035185271451,0.399,0.174,3.08063389581177e-89,"1","Gucy2g"
"Mgrn1",1.45490698680118e-93,0.367663085218297,0.402,0.174,3.16078542882556e-89,"1","Mgrn1"
"Lamb2",2.08132300203023e-93,0.330270475853902,0.948,0.588,4.52167422191066e-89,"1","Lamb2"
"Pmpcb",2.42825040679973e-93,0.289666109587809,0.447,0.203,5.27537400877242e-89,"1","Pmpcb"
"Mepce",4.12056951699941e-93,0.417128072641004,0.34,0.135,8.95193727568122e-89,"1","Mepce"
"Wfdc1",4.80652402520119e-93,0.514587555014592,0.411,0.184,1.04421734447496e-88,"1","Wfdc1"
"Nap1l4",5.22399981818235e-93,0.255970623252757,0.518,0.252,1.13491396050011e-88,"1","Nap1l4"
"Astn1",6.39990441591529e-93,0.481219425522644,0.374,0.158,1.3903792343576e-88,"1","Astn1"
"Foxf1",9.13077391152374e-93,0.93923651911704,0.229,0.071,1.98366063227853e-88,"1","Foxf1"
"Cavin3",1.02871046912039e-92,0.359600462755406,0.886,0.505,2.23487349416405e-88,"1","Cavin3"
"Ccdc85b",1.04393861756761e-92,0.294453683472821,0.718,0.379,2.26795664666562e-88,"1","Ccdc85b"
"Cwc25",1.12882770919357e-92,0.666790215684937,0.514,0.258,2.45237819822304e-88,"1","Cwc25"
"Snx17",1.2248503368438e-92,0.370810721394139,0.443,0.2,2.66098735679315e-88,"1","Snx17"
"Fbxo9",1.51407669321941e-92,0.373069592760212,0.448,0.207,3.28933161601916e-88,"1","Fbxo9"
"Snrnp200",1.61553237929725e-92,0.282238179693176,0.437,0.199,3.50974409402327e-88,"1","Snrnp200"
"Bnip2",2.18914133056615e-92,0.282687154468367,0.82,0.448,4.75590954065497e-88,"1","Bnip2"
"Rtn4rl1",2.4160931669254e-92,0.411313418233693,0.36,0.149,5.24896240514543e-88,"1","Rtn4rl1"
"Eif2a",2.62408819762467e-92,0.357456590805973,0.398,0.174,5.70083160933959e-88,"1","Eif2a"
"Eif5a",2.63505231995801e-92,0.455122396664542,0.938,0.609,5.72465116510877e-88,"1","Eif5a"
"Samd8",2.66401195710546e-92,0.27791920053041,0.363,0.149,5.78756597681161e-88,"1","Samd8"
"Pabpc4",3.03084276247308e-92,0.334919666650728,0.349,0.143,6.58450590147276e-88,"1","Pabpc4"
"Gnai2",3.6167796412703e-92,0.333088722204193,0.938,0.586,7.85745377065972e-88,"1","Gnai2"
"Eml2",4.9373386932213e-92,0.530389704174668,0.36,0.151,1.07263683110233e-87,"1","Eml2"
"Rfc1",5.35105571511108e-92,0.361732259443809,0.424,0.19,1.16251685410788e-87,"1","Rfc1"
"Ndufb2",7.55800188527011e-92,0.258124989778409,0.835,0.447,1.64197590957493e-87,"1","Ndufb2"
"E2f5",9.43993730610903e-92,0.72071828416504,0.306,0.119,2.05082637975219e-87,"1","E2f5"
"Ckap5",1.22714315873843e-91,0.355463834579975,0.369,0.153,2.66596851235924e-87,"1","Ckap5"
"Col18a1",1.36375059179052e-91,0.48488260328491,0.547,0.279,2.96274816066491e-87,"1","Col18a1"
"Cox5b",1.44037569008335e-91,0.370733212815593,0.895,0.514,3.12921618670607e-87,"1","Cox5b"
"St6gal1",1.67646007620727e-91,0.379437768423459,0.331,0.131,3.64210951556029e-87,"1","St6gal1"
"Psmc1",1.89299540975975e-91,0.270403393842392,0.488,0.232,4.11253252770306e-87,"1","Psmc1"
"Gpx1",3.30970831521338e-91,0.362787464268649,0.879,0.508,7.19034131480106e-87,"1","Gpx1"
"Fam81a",3.72885775868665e-91,0.605314169075053,0.352,0.145,8.10094348074675e-87,"1","Fam81a"
"Pkm",5.65441661492799e-91,0.307271098563441,0.887,0.521,1.22842200959311e-86,"1","Pkm"
"Wnk2",5.95877025019817e-91,0.483959802051211,0.297,0.112,1.29454283685555e-86,"1","Wnk2"
"Actn4",9.50030184846197e-91,0.388356747901506,0.949,0.61,2.06394057657836e-86,"1","Actn4"
"Slc16a3",1.03285674154393e-90,0.550083985796499,0.27,0.095,2.2438812710042e-86,"1","Slc16a3"
"Cuedc2",1.58375279797005e-90,0.287081743602008,0.477,0.225,3.44070295358993e-86,"1","Cuedc2"
"Reep1",1.70857157035481e-90,0.495831818792145,0.399,0.175,3.71187173659583e-86,"1","Reep1"
"Hspa1b",1.93594296716662e-90,0.913842450464549,0.714,0.453,4.20583609616948e-86,"1","Hspa1b"
"Mtmr3",2.05882362273716e-90,0.311866850269559,0.336,0.135,4.47279432039649e-86,"1","Mtmr3"
"Aarsd1",2.38515079813107e-90,0.394821698483348,0.433,0.199,5.18174010893975e-86,"1","Aarsd1"
"Hacd1",3.14175394713901e-90,0.404751903926449,0.445,0.21,6.82546045015951e-86,"1","Hacd1"
"Maml3",3.17802304116285e-90,0.359632922814054,0.364,0.152,6.90425505692628e-86,"1","Maml3"
"Spsb11",4.06820654511361e-90,0.29507793031306,0.285,0.103,8.83817871925931e-86,"1","Spsb1"
"Tspan12",8.19461005771599e-90,0.338305535363484,0.416,0.187,1.7802790350388e-85,"1","Tspan12"
"Casq2",8.36871872252308e-90,0.287917012641729,0.693,0.374,1.81810414246814e-85,"1","Casq2"
"Fzd51",1.12316365470569e-89,0.457913687762071,0.274,0.097,2.44007303984811e-85,"1","Fzd5"
"Atp5g2",2.10679636870537e-89,0.337304067553147,0.888,0.511,4.57701511101241e-85,"1","Atp5g2"
"Ptprf",2.98994159386158e-89,0.388628907838252,0.336,0.136,6.49564811266428e-85,"1","Ptprf"
"Guk1",4.08234895262538e-89,0.319641972486512,0.418,0.189,8.86890309957863e-85,"1","Guk1"
"Mcl11",4.93787221149677e-89,0.277225528227687,0.924,0.596,1.07275273794767e-84,"1","Mcl1"
"Mmut",6.2717262278093e-89,0.356132661716017,0.431,0.198,1.36253252299157e-84,"1","Mmut"
"Atp10a",7.6406636061003e-89,0.446820693216786,0.284,0.105,1.65993416842529e-84,"1","Atp10a"
"Uqcrh",1.02083398108237e-88,0.398795279162065,0.963,0.683,2.21776182390146e-84,"1","Uqcrh"
"Ddx3x1",1.0310183672996e-88,0.343857702265699,0.967,0.691,2.23988740295839e-84,"1","Ddx3x"
"Inafm2",1.60185419902049e-88,0.358686523253669,0.424,0.192,3.480028247372e-84,"1","Inafm2"
"Snhg18",1.60920904824417e-88,0.290389376467827,0.697,0.375,3.49600665731045e-84,"1","Snhg18"
"Ndrg1",1.76923041195564e-88,0.250073710278108,0.484,0.231,3.84365306997364e-84,"1","Ndrg1"
"Arf3",2.22179622236829e-88,0.342211715179268,0.389,0.17,4.82685229309511e-84,"1","Arf3"
"Actg2",2.38084559615385e-88,0.671119842907439,0.459,0.224,5.17238705764423e-84,"1","Actg2"
"Olfml2b1",2.38441355242645e-88,0.421591324446748,0.326,0.13,5.18013844264647e-84,"1","Olfml2b"
"Stk35",3.30937971830224e-88,0.251306138536345,0.277,0.099,7.18962743801162e-84,"1","Stk35"
